"region2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"Developing America",2007,1536694280.66667,559428404,4301796.10566667,7686.98688643113,2.74654360000371,36731626023.3333
"Developing America",2008,1579954310,566011035,4519171.10333333,7982.10057427835,2.79108279695638,38311580333.3333
"Developing America",2009,1593285828,572486658.333333,4621211.101,8072.4262469127,2.78331406822135,39904866161.3333
"Developing America",2010,1632705401.33333,578929502,4734462.33333333,8177.59448477236,2.81996572221594,41537571562.6667
"Developing America",2011,1671961817.33333,585438923,4862277.051,8302.87420924578,2.85513788059764,43209533380
"Developing America",2012,1748506742.66667,592040421.666667,5075094.68366667,8570.63879524254,2.95288852989512,44958040122.6667
"Developing America",2013,1806010052,598658977,5243652.76633334,8757.95770981243,3.01620453641554,46764050174.6667
"Developing America",2014,1852973729.33333,605212432.333333,5356506.32366667,8850.13256466245,3.06151173496924,48617023904
"Developing America",2015,1865273104.66667,611677034.333333,5422894.02433334,8865.95030011009,3.04979155823563,50482297008.6667
"Developing America",2016,1842265324.66667,618070067.333333,5416373.193,8764.38654254071,2.98132712544196,52324562333.3333
"Developing America",2017,1804348224.66667,624366696.333333,5409759.192,8665.09387893401,2.89051012430405,54128910558
"Developing America",2018,1757104448.66667,630492017.666667,5415166.461,8588.85606428584,2.78752619400663,55886015006.6667
"Developing America",2019,1727501212.66667,636361175.666667,5439609.66566667,8548.35375088954,2.7150639858627,57613516219.3333
"Developing America",2020,1657259623.33333,641843554.333333,5314122.99233334,8281.58136372428,2.58277346853314,59270775842.6667
"Developing America",2021,1660311010.66667,646787928.333333,5294456.26,8186.28231233685,2.56712048519477,60931086853.3333
"Developing America",2022,1675308759.33333,651269807,5352512.13833334,8216.91321250772,2.5717764473334,62606395612.6667
"Developing Asia",1972,1544364006,1831056781.66667,1261305.428,688.303550417972,0.842609792231229,3000730194
"Developing Asia",1973,1672498280,1873947116.33333,1362865.76633333,726.668566362578,0.891903216248126,4673228474
"Developing Asia",1974,1759025260,1916740196,1459898.21366667,761.129009484578,0.917410213077417,6432253734
"Developing Asia",1975,1868814912,1958997313.66667,1536025.083,783.927488702129,0.953502869685965,8301068646
"Developing Asia",1976,1985603521.33333,2000122582.33333,1615457.00733333,807.372243881991,0.991952666073772,10286672167.3333
"Developing Asia",1977,2143691988.66667,2040292726,1702004.84833333,833.668725019481,1.04998383034753,12430364156
"Developing Asia",1978,2306720886.66667,2080022331.33333,1798382.875,864.318499563108,1.10819518241196,14737085042.6667
"Developing Asia",1979,2455235109.33333,2120077721.33333,1884959.75033333,888.842838367856,1.15751396859189,17192320152
"Developing Asia",1980,2543995058,2161253509.33333,1961640.98633333,907.351906617884,1.17715344755356,19736315210
"Developing Asia",1981,2565073089,2204280761.66667,2037215.809,924.07243704951,1.16409371095683,22301388299
"Developing Asia",1982,2603503647.33333,2249427740,2084874.68066667,926.892549848023,1.15732304218693,24904891946.3333
"Developing Asia",1983,2705706316.33333,2296023917.33333,2134952.44266667,929.824688774559,1.17780092918088,27610598262.6667
"Developing Asia",1984,2873147232.66667,2343414508.33333,2206402.08633333,941.220636145526,1.22537139267407,30483745495.3333
"Developing Asia",1985,3070717303.66667,2391402022.66667,2304622.705,963.36892474939,1.28323197794123,33554462799
"Developing Asia",1986,3273876312.66667,2440498746.33333,2417489.51566667,990.232653550425,1.34065297726231,36828339111.6667
"Developing Asia",1987,3485545476,2491319564.33333,2546814.62366667,1021.75985091061,1.39838148138322,40313884587.6667
"Developing Asia",1988,3714996718,2543451011.33333,2712807.11833333,1065.87374586909,1.45967502469424,44028881305.6667
"Developing Asia",1989,3931218540.66667,2596303343,2882001.23633333,1109.45643833197,1.51341706810231,47960099846.3333
"Developing Asia",1990,4114001740.66667,2653956126.33333,3063734.29,1153.83048276147,1.54995055499442,52074101587
"Developing Asia",1991,4291510649.33333,2711338038.66667,3234072.97933333,1192.15599146432,1.58230090710361,56365612236.3333
"Developing Asia",1992,4672511258,2790628363.66667,3514918.04733333,1257.9194201806,1.67146644439549,61038123494.3333
"Developing Asia",1993,5116484320.66667,2863811150.66667,3820843.853,1332.34352353716,1.7838354470068,66154607815
"Developing Asia",1994,5560628410,2935547380.33333,4170181.234,1419.74791336406,1.89351097252121,71715236225
"Developing Asia",1995,5840427906.66667,2983399585.33333,4468810.42566667,1497.0513932683,1.95700318232447,77555664131.6667
"Developing Asia",1996,6104832746.66667,3030396096.66667,4797166.21266667,1582.11195969299,2.01397914735268,83660496878.3333
"Developing Asia",1997,6297896365.33333,3076654967.66667,5129768.19533333,1666.45963019926,2.0467911899764,89958393243.6667
"Developing Asia",1998,6369421816,3122314900,5441377.041,1742.10559479453,2.04030605799622,96327815059.6667
"Developing Asia",1999,6479019352,3167586618.66667,5741598.67366667,1811.97831187989,2.04529609944668,102806834411.667
"Developing Asia",2000,6668224959.33333,3212729570,6074054.78733333,1889.78117777538,2.07486686488682,109475059371
"Developing Asia",2001,6935625408,3257933183.66667,6430238.96833333,1972.92814047702,2.12848977640558,116410684779
"Developing Asia",2002,7242249411.33333,3303120841.33333,6812417.49766667,2061.66250070539,2.19197249162765,123652934190.333
"Developing Asia",2003,7874560977.33333,3422667915.33333,7396128.10433333,2157.51129616228,2.29587794795837,131527495167.667
"Developing Asia",2004,8678566795.33333,3542630727,8115386.73566667,2286.62844979387,2.44469688663593,140206061963
"Developing Asia",2005,9592896002.66667,3663145377,8952415.635,2442.4474491584,2.61734794054013,149798957965.667
"Developing Asia",2006,10366021424,3709813486.33333,9761099.30566667,2629.51489562066,2.79262656970708,160164979389.667
"Developing Asia",2007,11131044860.6667,3756410803.66667,10694111.538,2844.95196345051,2.96188181084621,171296024250.333
"Developing Asia",2008,11888693652,3803011002.33333,11639478.7636667,3058.85687408838,3.12491976174879,183184717902.333
"Developing Asia",2009,12559709610,3849821775.33333,12528532.8503333,3252.98267734071,3.26127285859786,195744427512.333
"Developing Asia",2010,13369050900.6667,3896955660,13453434.1453333,3450.58503517013,3.42927429943324,209113478413
"Developing Asia",2011,14291393796,3944262127,14481594.453,3669.55839485284,3.62148600036883,223404872209
"Developing Asia",2012,15220763982,3991519605.33333,15584529.4276667,3902.69993030257,3.81190593332595,238625636191
"Developing Asia",2013,15885977454.6667,4038440530,16633413.5463333,4117.19527247971,3.93321075292508,254511613645.667
"Developing Asia",2014,16296794513.3333,4084752902.66667,17682164.3873333,4327.20646069543,3.98943765889804,270808408159
"Developing Asia",2015,16559094907.3333,4129960532.66667,18772149.499,4543.77285446567,4.00934666690487,287367503066.333
"Developing Asia",2016,16780373286,4174064366,19926014.9506667,4772.15961558798,4.02019389578838,304147876352.333
"Developing Asia",2017,17040527373.3333,4217418938.66667,21116287.7996667,5005.28360778454,4.04030199928281,321188403725.667
"Developing Asia",2018,17466721647.3333,4259847349.66667,22361458.0896667,5247.76746196297,4.09969443532463,338655125373
"Developing Asia",2019,18027581090,4300723107,23563933.895,5477.66392156831,4.19113215637436,356682706463
"Developing Asia",2020,18351908703.3333,4338935904.33333,24328643.642,5606.64414206262,4.22958405093627,375034615166.333
"Developing Asia",2021,18731994537.3333,4373492363.33333,25266731.0976667,5776.51899405112,4.28290425982743,393766609703.667
"Developing Asia",2022,19059636851.3333,4404573236.33333,26189059.911,5944.6183844371,4.32675518999012,412826246555
"developed (excluding eastern block)",1972,8415887136.66667,684050680.333333,12558941.9186667,18355.1831113384,12.3011837342562,16652595390
"developed (excluding eastern block)",1973,8735544896.66667,691029359.666667,13216180.794,19119.3695735854,12.6382881318206,25388140286.6667
"developed (excluding eastern block)",1974,8939596330,697749862.666667,13759512.556,19716.7403533467,12.8117799770913,34327736616.6667
