"ISO3","ISO2","year","co2","population","gdp","region","unctad_development_status","region2","gdp_per_capita","co2_per_capita","accumulated_co2"
"AFG","AF",1972,1698100,11018527,9980.10733333333,"Asia and Oceania","developing","Developing Asia",907.396871953398,0.154274831316939,3442900
"AFG","AF",1973,1686466.66666667,11292638.3333333,9478.886,"Asia and Oceania","developing","Developing Asia",840.804636921575,0.149591184411843,5129366.66666667
"AFG","AF",1974,1693000,11577312.3333333,9152.29266666667,"Asia and Oceania","developing","Developing Asia",790.328045196697,0.146018994664589,6822366.66666667
"AFG","AF",1975,1890033.33333333,11867523.3333333,9600.20166666667,"Asia and Oceania","developing","Developing Asia",808.52253309135,0.158989335928767,8712400
"AFG","AF",1976,2005166.66666667,12150844,10148.2046666667,"Asia and Oceania","developing","Developing Asia",834.754715303937,0.165033660014573,10717566.6666667
"AFG","AF",1977,2162166.66666667,12423318,10351.1686666667,"Asia and Oceania","developing","Developing Asia",833.442199527969,0.173946693960539,12879733.3333333
"AFG","AF",1978,2172800,12683810,10607.4106666667,"Asia and Oceania","developing","Developing Asia",836.419912098786,0.171255487235761,15052533.3333333
"AFG","AF",1979,2256766.66666667,12870844,10584.5773333333,"Asia and Oceania","developing","Developing Asia",822.239981488661,0.17542514728419,17309300
"AFG","AF",1980,2047466.66666667,12803954,10609.948,"Asia and Oceania","developing","Developing Asia",828.568443802592,0.159669895241635,19356766.6666667
"AFG","AF",1981,1989200,12209398.3333333,10457.725,"Asia and Oceania","developing","Developing Asia",859.944452039976,0.163316622853454,21345966.6666667
"AFG","AF",1982,1943133.33333333,11243371.6666667,10470.41,"Asia and Oceania","developing","Developing Asia",939.71674785236,0.175214208625147,23289100
"AFG","AF",1983,2197700,10398311,10790.0783333333,"Asia and Oceania","developing","Developing Asia",1041.56226917091,0.212739215823412,25486800
"AFG","AF",1984,2478700,10094474.6666667,11104.6726666667,"Asia and Oceania","developing","Developing Asia",1100.12011036316,0.245431433268021,27965500
"AFG","AF",1985,2947633.33333333,10235785.3333333,11358.378,"Asia and Oceania","developing","Developing Asia",1110.01539938958,0.287248803743481,30913133.3333333
"AFG","AF",1986,3152166.66666667,10401449.6666667,11551.194,"Asia and Oceania","developing","Developing Asia",1110.6068545269,0.302809233193387,34065300
"AFG","AF",1987,3249600,10427807,11272.1183333333,"Asia and Oceania","developing","Developing Asia",1080.72615017286,0.311544643162691,37314900
"AFG","AF",1988,3034766.66666667,10384886.6666667,10691.1336666667,"Asia and Oceania","developing","Developing Asia",1029.27441723673,0.292231478585018,40349666.6666667
"AFG","AF",1989,2911866.66666667,10459795.3333333,9767.647,"Asia and Oceania","developing","Developing Asia",934.830936815383,0.278611725400896,43261533.3333333
"AFG","AF",1990,2548700,10583808,9153.68066666667,"Asia and Oceania","developing","Developing Asia",865.538973568402,0.241156652172038,45810233.3333333
"AFG","AF",1991,2234500,10704377,8513.117,"Asia and Oceania","developing","Developing Asia",795.438100507022,0.20882832312321,48044733.3333333
"AFG","AF",1992,1806900,11165798.6666667,8142.771,"Asia and Oceania","developing","Developing Asia",732.384532594528,0.163451171361788,49851633.3333333
"AFG","AF",1993,1627766.66666667,12268786.6666667,7208.20533333333,"Asia and Oceania","developing","Developing Asia",601.298146469097,0.135751055902669,51479400
"AFG","AF",1994,1474266.66666667,13838916,6151.678,"Asia and Oceania","developing","Developing Asia",459.359303481892,0.107720640456221,52953666.6666667
"AFG","AF",1995,1452666.66666667,15292742.3333333,5821.08666666667,"Asia and Oceania","developing","Developing Asia",381.149437854385,0.0955210273903153,54406333.3333333
"AFG","AF",1996,1413733.33333333,16327020.6666667,6027.08066666667,"Asia and Oceania","developing","Developing Asia",367.571768881928,0.0868254578751245,55820066.6666667
"AFG","AF",1997,1363866.66666667,17104775.3333333,6561.11766666667,"Asia and Oceania","developing","Developing Asia",384.543337523265,0.0799096074350804,57183933.3333333
"AFG","AF",1998,1317600,17796182,6233.30733333333,"Asia and Oceania","developing","Developing Asia",351.068056305445,0.0741804690735363,58501533.3333333
"AFG","AF",1999,1224766.66666667,18514932.6666667,5931.01966666667,"Asia and Oceania","developing","Developing Asia",321.084335631147,0.0663727212041578,59726300
"AFG","AF",2000,1139066.66666667,19099653.6666667,5637.45233333333,"Asia and Oceania","developing","Developing Asia",295.60934911599,0.0597939279208837,60865366.6666667
"AFG","AF",2001,1069266.66666667,19498153.6666667,5336.993,"Asia and Oceania","developing","Developing Asia",273.855361199766,0.054849460028882,61934633.3333333
"AFG","AF",2002,1152400,20077290,6222.65166666666,"Asia and Oceania","developing","Developing Asia",307.947388478964,0.0572453567820721,63087033.3333333
"AFG","AF",2003,1323233.33333333,21111339.3333333,7417.268,"Asia and Oceania","developing","Developing Asia",348.237167045348,0.0623426848437893,64410266.6666667
"AFG","AF",2004,1379266.66666667,22399645.6666667,8759.77333333333,"Asia and Oceania","developing","Developing Asia",391.256913059723,0.061751598723341,65789533.3333333
"AFG","AF",2005,1562100,23536624,9286.42333333333,"Asia and Oceania","developing","Developing Asia",394.41816548071,0.0662671518786551,67351633.3333333
"AFG","AF",2006,1762000,24469228.6666667,9882.65866666666,"Asia and Oceania","developing","Developing Asia",403.416841418375,0.0715994862716036,69113633.3333333
"AFG","AF",2007,2282900,25252478.6666667,11370.3416666667,"Asia and Oceania","developing","Developing Asia",449.219158537784,0.0901206060278947,71396533.3333333
"AFG","AF",2008,3071233.33333333,25924481.3333333,12253.441,"Asia and Oceania","developing","Developing Asia",472.341712823047,0.117982745139781,74467766.6666667
"AFG","AF",2009,4482100,26571935.6666667,13544.586,"Asia and Oceania","developing","Developing Asia",509.539870006173,0.167495365279823,78949866.6666667
"AFG","AF",2010,6337066.66666667,27334059.3333333,14017.2253333333,"Asia and Oceania","developing","Developing Asia",512.19304070525,0.230376138094049,85286933.3333333
"AFG","AF",2011,8865000,28274712,15212.1696666667,"Asia and Oceania","developing","Developing Asia",537.797389717931,0.31162628100057,94151933.3333333
"AFG","AF",2012,10079466.6666667,29301769.3333333,16266.8526666667,"Asia and Oceania","developing","Developing Asia",554.466933837827,0.343620300851513,104231400
"AFG","AF",2013,10374700,30418948.3333333,17537.7586666667,"Asia and Oceania","developing","Developing Asia",575.988583540744,0.34247036689038,114606100
"AFG","AF",2014,9485366.66666667,31574632.6666667,18560.228,"Asia and Oceania","developing","Developing Asia",587.777701750506,0.300989863491698,124091466.666667
"AFG","AF",2015,9403966.66666667,32670306,18878.6206666667,"Asia and Oceania","developing","Developing Asia",578.304511224537,0.287885980110814,133495433.333333
"AFG","AF",2016,9343000,33701972,19034.649,"Asia and Oceania","developing","Developing Asia",565.100185918265,0.27739012087631,142838433.333333
"AFG","AF",2017,9575566.66666667,34677708,19159.9873333333,"Asia and Oceania","developing","Developing Asia",552.565062370921,0.276241787299679,152414000
"AFG","AF",2018,9917866.66666667,35655469.6666667,19563.9736666667,"Asia and Oceania","developing","Developing Asia",548.811733742024,0.277841116004215,162331866.666667
"AFG","AF",2019,10589200,36699900.3333333,20507.1156666667,"Asia and Oceania","developing","Developing Asia",558.437217733853,0.288376235337171,172921066.666667
"AFG","AF",2020,11262566.6666667,37809504.3333333,21185.9013333333,"Asia and Oceania","developing","Developing Asia",560.230413980188,0.297771876081684,184183633.333333
"AFG","AF",2021,11750933.3333333,38947063.6666667,20254.432,"Asia and Oceania","developing","Developing Asia",521.604637145628,0.30158562641966,195934566.666667
"AFG","AF",2022,12106366.6666667,40066821,18253.99,"Asia and Oceania","developing","Developing Asia",457.071456752662,0.302239564563403,208040933.333333
"AGO","AO",1972,3827933.33333333,6190493.33333333,27732.5013333333,"Africa","developing","Africa",4479.706713042,0.617259361372389,7348333.33333333
"AGO","AO",1973,4259866.66666667,6373336.66666667,29048.4716666667,"Africa","developing","Africa",4556.91735447359,0.666427277191133,11608200
"AGO","AO",1974,4746866.66666667,6581818.33333333,30147.6423333333,"Africa","developing","Africa",4578.35337979504,0.721122554726292,16355066.6666667
"AGO","AO",1975,4716300,6804479,30702.246,"Africa","developing","Africa",4516.42294976784,0.69438892021932,21071366.6666667
"AGO","AO",1976,4185066.66666667,7033995.66666667,29973.239,"Africa","developing","Africa",4269.20199417731,0.597884227280897,25256433.3333333
"AGO","AO",1977,3738766.66666667,7270462.66666667,29003.833,"Africa","developing","Africa",3994.1798754347,0.515952188913046,28995200
"AGO","AO",1978,4069100,7516755,28054.2613333333,"Africa","developing","Africa",3736.95552275277,0.538590148715248,33064300
"AGO","AO",1979,4805500,7775567.66666667,27651.2346666667,"Africa","developing","Africa",3561.05262497084,0.615621500811359,37869800
"AGO","AO",1980,5407800,8048285,27390.0483333333,"Africa","developing","Africa",3404.89435927798,0.67255215901205,43277600
"AGO","AO",1981,5363466.66666667,8334907.33333333,27226.2616666667,"Africa","developing","Africa",3270.04717174543,0.644343457791038,48641066.6666667
"AGO","AO",1982,5078800,8636218.66666667,27035.3566666667,"Africa","developing","Africa",3134.82617838122,0.589543835254808,53719866.6666667
"AGO","AO",1983,5000833.33333333,8951772,26999.6313333333,"Africa","developing","Africa",3017.24026980021,0.559356304182224,58720700
"AGO","AO",1984,4907166.66666667,9280520.33333333,27927.3113333333,"Africa","developing","Africa",3008.25025426148,0.528760168296952,63627866.6666667
"AGO","AO",1985,4920800,9621676.66666667,29198.1066666667,"Africa","developing","Africa",3033.87645183776,0.512401349499062,68548666.6666667
"AGO","AO",1986,4765233.33333333,9973632.33333333,30418.3926666667,"Africa","developing","Africa",3050.10101369455,0.478617104756454,73313900
"AGO","AO",1987,5031966.66666667,10332417.3333333,31816.622,"Africa","developing","Africa",3078.25716761861,0.486167075076202,78345866.6666667
"AGO","AO",1988,5156366.66666667,10695630.6666667,33495.9833333333,"Africa","developing","Africa",3129.8391166971,0.482013227673182,83502233.3333333
"AGO","AO",1989,5252666.66666667,11064605.3333333,34898.8996666667,"Africa","developing","Africa",3154.43908493175,0.475966432395342,88754900
"AGO","AO",1990,5020633.33333333,11442799,35516.183,"Africa","developing","Africa",3106.15478281254,0.439051419385427,93775533.3333333
"AGO","AO",1991,5025566.66666667,11832275.6666667,35626.3856666667,"Africa","developing","Africa",3013.00516480838,0.424914746283468,98801100
"AGO","AO",1992,5106133.33333333,12229945.3333333,34993.9106666667,"Africa","developing","Africa",2864.93107381114,0.417745902923975,103907233.333333
"AGO","AO",1993,5325633.33333333,12633156,31718.696,"Africa","developing","Africa",2521.0325559731,0.42127376256726,109232866.666667
"AGO","AO",1994,7422000,13044269.3333333,28440.7446666667,"Africa","developing","Africa",2188.11329867725,0.564351574770242,116654866.666667
"AGO","AO",1995,9906100,13470851.3333333,27158.3526666667,"Africa","developing","Africa",2014.09547115671,0.730371088157557,126560966.666667
"AGO","AO",1996,13072966.6666667,13919211.3333333,29920.0626666667,"Africa","developing","Africa",2144.82429889189,0.936803574340996,139633933.333333
"AGO","AO",1997,14583300,14388916.3333333,33389.722,"Africa","developing","Africa",2317.19805409928,1.01172770969005,154217233.333333
"AGO","AO",1998,15882166.6666667,14873786.6666667,36129.6053333333,"Africa","developing","Africa",2427.75063109786,1.06763690445387,170099400
