"OID","Country or Area","Year","Description","Magnitude","Value"
"57893I..ZF...","THAILAND","1959","CHANGES IN INVENTORIES","BAHT","-350000000"
"57893E..ZF...","THAILAND","1958","GROSS FIXED CAPITAL FORMATION","BAHT","6820000000"
"57893I..ZF...","THAILAND","1958","CHANGES IN INVENTORIES","BAHT","-120000000"
"57893E..ZF...","THAILAND","1957","GROSS FIXED CAPITAL FORMATION","BAHT","6320000000"
"57893I..ZF...","THAILAND","1957","CHANGES IN INVENTORIES","BAHT","-1690000000"
"57893E..ZF...","THAILAND","1956","GROSS FIXED CAPITAL FORMATION","BAHT","5560000000"
"57893I..ZF...","THAILAND","1956","CHANGES IN INVENTORIES","BAHT","1460000000"
"57893E..ZF...","THAILAND","1955","GROSS FIXED CAPITAL FORMATION","BAHT","5180000000"
"57893I..ZF...","THAILAND","1955","CHANGES IN INVENTORIES","BAHT","590000000"
"57893E..ZF...","THAILAND","1954","GROSS FIXED CAPITAL FORMATION","BAHT","5170000000"
"57893I..ZF...","THAILAND","1954","CHANGES IN INVENTORIES","BAHT","-380000000"
"57893E..ZF...","THAILAND","1953","GROSS FIXED CAPITAL FORMATION","BAHT","5010000000"
"57893I..ZF...","THAILAND","1953","CHANGES IN INVENTORIES","BAHT","1460000000"
"57893E..ZF...","THAILAND","1952","GROSS FIXED CAPITAL FORMATION","BAHT","4370000000"
"57893I..ZF...","THAILAND","1952","CHANGES IN INVENTORIES","BAHT","200000000"
"57893E..ZF...","THAILAND","1951","GROSS FIXED CAPITAL FORMATION","BAHT","3110000000"
"57893I..ZF...","THAILAND","1951","CHANGES IN INVENTORIES","BAHT","730000000"
"57893E..ZF...","THAILAND","1950","GROSS FIXED CAPITAL FORMATION","BAHT","2340000000"
"57893I..ZF...","THAILAND","1950","CHANGES IN INVENTORIES","BAHT","540000000"
"74293E..ZF...","TOGO","2007","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","237100000000"
"74293I..ZF...","TOGO","2007","CHANGES IN INVENTORIES","CFA FRANCS","-2600000000"
"74293E..ZF...","TOGO","2006","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","198900000000"
"74293I..ZF...","TOGO","2006","CHANGES IN INVENTORIES","CFA FRANCS","-1926390000"
"74293E..ZF...","TOGO","2005","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","200674000000"
"74293I..ZF...","TOGO","2005","CHANGES IN INVENTORIES","CFA FRANCS","6067720000"
"74293E..ZF...","TOGO","2004","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","183067000000"
"74293I..ZF...","TOGO","2004","CHANGES IN INVENTORIES","CFA FRANCS","5258910000"
"74293E..ZF...","TOGO","2003","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","169182000000"
"74293I..ZF...","TOGO","2003","CHANGES IN INVENTORIES","CFA FRANCS","-11584100000"
"74293E..ZF...","TOGO","2002","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","166628000000"
"74293I..ZF...","TOGO","2002","CHANGES IN INVENTORIES","CFA FRANCS","-17111400000"
"74293E..ZF...","TOGO","2001","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","147900000000"
"74293I..ZF...","TOGO","2001","CHANGES IN INVENTORIES","CFA FRANCS","10700000000"
"74293E..ZF...","TOGO","2000","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","139100000000"
"74293I..ZF...","TOGO","2000","CHANGES IN INVENTORIES","CFA FRANCS","6600000000"
"74293E..ZF...","TOGO","1999","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","115400000000"
"74293I..ZF...","TOGO","1999","CHANGES IN INVENTORIES","CFA FRANCS","-800000000"
"74293E..ZF...","TOGO","1998","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","152600000000"
"74293I..ZF...","TOGO","1998","CHANGES IN INVENTORIES","CFA FRANCS","-600000000"
"74293E..ZF...","TOGO","1997","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","98900000000"
"74293I..ZF...","TOGO","1997","CHANGES IN INVENTORIES","CFA FRANCS","9300000000"
"74293E..ZF...","TOGO","1996","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","96700000000"
"74293I..ZF...","TOGO","1996","CHANGES IN INVENTORIES","CFA FRANCS","10600000000"
"74293E..ZF...","TOGO","1995","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","97200000000"
"74293I..ZF...","TOGO","1995","CHANGES IN INVENTORIES","CFA FRANCS","15000000000"
"74293E..ZF...","TOGO","1994","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","63100000000"
"74293I..ZF...","TOGO","1994","CHANGES IN INVENTORIES","CFA FRANCS","18200000000"
"74293E..ZF...","TOGO","1993","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","25400000000"
"74293I..ZF...","TOGO","1993","CHANGES IN INVENTORIES","CFA FRANCS","-10400000000"
"74293E..ZF...","TOGO","1992","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","57700000000"
"74293I..ZF...","TOGO","1992","CHANGES IN INVENTORIES","CFA FRANCS","6600000000"
"74293E..ZF...","TOGO","1991","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","67100000000"
"74293I..ZF...","TOGO","1991","CHANGES IN INVENTORIES","CFA FRANCS","100000000"
"74293E..ZF...","TOGO","1990","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","71900000000"
"74293I..ZF...","TOGO","1990","CHANGES IN INVENTORIES","CFA FRANCS","4300000000"
"74293E..ZF...","TOGO","1989","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","102900000000"
"74293I..ZF...","TOGO","1989","CHANGES IN INVENTORIES","CFA FRANCS","4500000000"
"74293E..ZF...","TOGO","1988","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","102300000000"
"74293I..ZF...","TOGO","1988","CHANGES IN INVENTORIES","CFA FRANCS","100000000"
"74293E..ZF...","TOGO","1987","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","92800000000"
"74293I..ZF...","TOGO","1987","CHANGES IN INVENTORIES","CFA FRANCS","1200000000"
"74293E..ZF...","TOGO","1986","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","101700000000"
"74293I..ZF...","TOGO","1986","CHANGES IN INVENTORIES","CFA FRANCS","4500000000"
"74293E..ZF...","TOGO","1985","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","91800000000"
"74293I..ZF...","TOGO","1985","CHANGES IN INVENTORIES","CFA FRANCS","-5700000000"
"74293E..ZF...","TOGO","1984","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","55700000000"
"74293I..ZF...","TOGO","1984","CHANGES IN INVENTORIES","CFA FRANCS","-8500000000"
"74293E..ZF...","TOGO","1983","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","66600000000"
"74293I..ZF...","TOGO","1983","CHANGES IN INVENTORIES","CFA FRANCS","-1600000000"
"74293E..ZF...","TOGO","1982","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","63600000000"
"74293I..ZF...","TOGO","1982","CHANGES IN INVENTORIES","CFA FRANCS","7300000000"
"74293E..ZF...","TOGO","1981","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","67700000000"
"74293I..ZF...","TOGO","1981","CHANGES IN INVENTORIES","CFA FRANCS","11400000000"
"74293E..ZF...","TOGO","1980","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","82300000000"
"74293I..ZF...","TOGO","1980","CHANGES IN INVENTORIES","CFA FRANCS","600000000"
"74293E..ZF...","TOGO","1979","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","101400000000"
"74293I..ZF...","TOGO","1979","CHANGES IN INVENTORIES","CFA FRANCS","6400000000"
"74293E..ZF...","TOGO","1978","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","88500000000"
"74293I..ZF...","TOGO","1978","CHANGES IN INVENTORIES","CFA FRANCS","4600000000"
"74293E..ZF...","TOGO","1977","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","58700000000"
"74293I..ZF...","TOGO","1977","CHANGES IN INVENTORIES","CFA FRANCS","6900000000"
"74293E..ZF...","TOGO","1976","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","33700000000"
"74293I..ZF...","TOGO","1976","CHANGES IN INVENTORIES","CFA FRANCS","3100000000"
"74293E..ZF...","TOGO","1975","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","29200000000"
"74293I..ZF...","TOGO","1975","CHANGES IN INVENTORIES","CFA FRANCS","7400000000"
"74293E..ZF...","TOGO","1974","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","20040000000"
"74293I..ZF...","TOGO","1974","CHANGES IN INVENTORIES","CFA FRANCS","2104000000"
"74293E..ZF...","TOGO","1973","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","18900000000"
"74293I..ZF...","TOGO","1973","CHANGES IN INVENTORIES","CFA FRANCS","2400000000"
"74293E..ZF...","TOGO","1972","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","16166000000"
"74293I..ZF...","TOGO","1972","CHANGES IN INVENTORIES","CFA FRANCS","1401000000"
"74293E..ZF...","TOGO","1971","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","13278000000"
"74293I..ZF...","TOGO","1971","CHANGES IN INVENTORIES","CFA FRANCS","1600000000"
"74293E..ZF...","TOGO","1970","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","9238000000"
"74293I..ZF...","TOGO","1970","CHANGES IN INVENTORIES","CFA FRANCS","1366000000"
"74293E..ZF...","TOGO","1969","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","8720000000"
"74293I..ZF...","TOGO","1969","CHANGES IN INVENTORIES","CFA FRANCS","456000000"
"74293E..ZF...","TOGO","1968","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","6967000000"
"74293I..ZF...","TOGO","1968","CHANGES IN INVENTORIES","CFA FRANCS","-352000000"
"74293E..ZF...","TOGO","1967","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","10165000000"
"74293I..ZF...","TOGO","1967","CHANGES IN INVENTORIES","CFA FRANCS","-2944000000"
"74293E..ZF...","TOGO","1966","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","7322000000"
"74293I..ZF...","TOGO","1966","CHANGES IN INVENTORIES","CFA FRANCS","1403000000"
"74293E..ZF...","TOGO","1965","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","8164000000"
"74293I..ZF...","TOGO","1965","CHANGES IN INVENTORIES","CFA FRANCS","2103000000"
"74293E..ZF...","TOGO","1964","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","5833000000"
"74293I..ZF...","TOGO","1964","CHANGES IN INVENTORIES","CFA FRANCS","2401000000"
"74293E..ZF...","TOGO","1963","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","2777000000"
"74293I..ZF...","TOGO","1963","CHANGES IN INVENTORIES","CFA FRANCS","1304000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","2007","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","16253000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","2007","CHANGES IN INVENTORIES","TT DOLLARS","1413000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","2006","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","14972000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","2006","CHANGES IN INVENTORIES","TT DOLLARS","584000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","2005","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","14319000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","2005","CHANGES IN INVENTORIES","TT DOLLARS","430000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","2004","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","15279000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","2004","CHANGES IN INVENTORIES","TT DOLLARS","796000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","2001","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","10525000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","2001","CHANGES IN INVENTORIES","TT DOLLARS","171000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","2000","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","8575000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","2000","CHANGES IN INVENTORIES","TT DOLLARS","171000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1999","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","8833000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1999","CHANGES IN INVENTORIES","TT DOLLARS","178000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1998","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","11945000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1998","CHANGES IN INVENTORIES","TT DOLLARS","762000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1997","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","10494000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1997","CHANGES IN INVENTORIES","TT DOLLARS","308000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1996","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","7984000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1996","CHANGES IN INVENTORIES","TT DOLLARS","412000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1995","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","5932000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1995","CHANGES IN INVENTORIES","TT DOLLARS","655000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1994","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","5799000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1994","CHANGES IN INVENTORIES","TT DOLLARS","123000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1993","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3407000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1993","CHANGES IN INVENTORIES","TT DOLLARS","108000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1992","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3152000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1992","CHANGES IN INVENTORIES","TT DOLLARS","37000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1991","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3565000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1991","CHANGES IN INVENTORIES","TT DOLLARS","115000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1990","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","2970000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1990","CHANGES IN INVENTORIES","TT DOLLARS","4900000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1989","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","2713900000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1989","CHANGES IN INVENTORIES","TT DOLLARS","331200000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1988","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","2185300000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1988","CHANGES IN INVENTORIES","TT DOLLARS","70200000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1987","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3199600000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1987","CHANGES IN INVENTORIES","TT DOLLARS","138500000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1986","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3593000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1986","CHANGES IN INVENTORIES","TT DOLLARS","134900000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1985","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3655900000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1985","CHANGES IN INVENTORIES","TT DOLLARS","-265000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1984","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","3954000000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1984","CHANGES IN INVENTORIES","TT DOLLARS","164700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1983","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","4770400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1983","CHANGES IN INVENTORIES","TT DOLLARS","198700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1982","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","5189200000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1982","CHANGES IN INVENTORIES","TT DOLLARS","227900000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1981","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","4342100000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1981","CHANGES IN INVENTORIES","TT DOLLARS","198500000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1980","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","4204400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1980","CHANGES IN INVENTORIES","TT DOLLARS","375900000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1979","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","2952100000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1979","CHANGES IN INVENTORIES","TT DOLLARS","261300000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1978","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","2322800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1978","CHANGES IN INVENTORIES","TT DOLLARS","260800000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1977","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","1735300000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1977","CHANGES IN INVENTORIES","TT DOLLARS","272200000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1976","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","1397900000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1976","CHANGES IN INVENTORIES","TT DOLLARS","97600000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1975","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","1084900000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1975","CHANGES IN INVENTORIES","TT DOLLARS","364400000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1974","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","650800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1974","CHANGES IN INVENTORIES","TT DOLLARS","264400000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1973","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","579200000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1973","CHANGES IN INVENTORIES","TT DOLLARS","86300000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1972","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","615400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1972","CHANGES IN INVENTORIES","TT DOLLARS","36500000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1971","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","580800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1971","CHANGES IN INVENTORIES","TT DOLLARS","21000000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1970","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","344200000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1970","CHANGES IN INVENTORIES","TT DOLLARS","80800000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1969","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","272400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1969","CHANGES IN INVENTORIES","TT DOLLARS","-4600000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1968","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","292200000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1968","CHANGES IN INVENTORIES","TT DOLLARS","8400000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1967","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","223100000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1967","CHANGES IN INVENTORIES","TT DOLLARS","10100000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1966","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","258400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1966","CHANGES IN INVENTORIES","TT DOLLARS","27700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1965","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","325600000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1965","CHANGES IN INVENTORIES","TT DOLLARS","1800000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1964","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","274300000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1964","CHANGES IN INVENTORIES","TT DOLLARS","4500000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1963","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","275800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1963","CHANGES IN INVENTORIES","TT DOLLARS","-4100000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1962","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","295400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1962","CHANGES IN INVENTORIES","TT DOLLARS","2800000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1961","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","258800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1961","CHANGES IN INVENTORIES","TT DOLLARS","-2400000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1960","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","268300000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1960","CHANGES IN INVENTORIES","TT DOLLARS","17600000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1959","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","242600000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1959","CHANGES IN INVENTORIES","TT DOLLARS","6700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1958","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","195600000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1958","CHANGES IN INVENTORIES","TT DOLLARS","10600000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1957","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","161300000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1957","CHANGES IN INVENTORIES","TT DOLLARS","11200000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1956","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","120800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1956","CHANGES IN INVENTORIES","TT DOLLARS","4700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1955","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","108800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1955","CHANGES IN INVENTORIES","TT DOLLARS","6700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1954","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","84400000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1954","CHANGES IN INVENTORIES","TT DOLLARS","7300000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1953","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","78800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1953","CHANGES IN INVENTORIES","TT DOLLARS","7100000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1952","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","74800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1952","CHANGES IN INVENTORIES","TT DOLLARS","19700000"
"36993E..ZF...","TRINIDAD AND TOBAGO","1951","GROSS FIXED CAPITAL FORMATION","TT DOLLARS","69800000"
"36993I..ZF...","TRINIDAD AND TOBAGO","1951","CHANGES IN INVENTORIES","TT DOLLARS","16000000"
"74493E..ZF...","TUNISIA","2008","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","12540000000"
"74493I..ZF...","TUNISIA","2008","CHANGES IN INVENTORIES","TUNISIAN DINARS","1381000000"
"74493E..ZF...","TUNISIA","2007","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","10965000000"
"74493I..ZF...","TUNISIA","2007","CHANGES IN INVENTORIES","TUNISIAN DINARS","738000000"
"74493E..ZF...","TUNISIA","2006","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","9690000000"
"74493I..ZF...","TUNISIA","2006","CHANGES IN INVENTORIES","TUNISIAN DINARS","406000000"
"74493E..ZF...","TUNISIA","2005","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","8410000000"
"74493I..ZF...","TUNISIA","2005","CHANGES IN INVENTORIES","TUNISIAN DINARS","285800000"
"74493E..ZF...","TUNISIA","2004","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","7986800000"
"74493I..ZF...","TUNISIA","2004","CHANGES IN INVENTORIES","TUNISIAN DINARS","590500000"
"74493E..ZF...","TUNISIA","2003","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","7536100000"
"74493I..ZF...","TUNISIA","2003","CHANGES IN INVENTORIES","TUNISIAN DINARS","547800000"
"74493E..ZF...","TUNISIA","2002","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","7607100000"
"74493I..ZF...","TUNISIA","2002","CHANGES IN INVENTORIES","TUNISIAN DINARS","76800000"
"74493E..ZF...","TUNISIA","2001","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","7541800000"
"74493I..ZF...","TUNISIA","2001","CHANGES IN INVENTORIES","TUNISIAN DINARS","487100000"
"74493E..ZF...","TUNISIA","2000","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","6922800000"
"74493I..ZF...","TUNISIA","2000","CHANGES IN INVENTORIES","TUNISIAN DINARS","364900000"
"74493E..ZF...","TUNISIA","1999","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","6277600000"
"74493I..ZF...","TUNISIA","1999","CHANGES IN INVENTORIES","TUNISIAN DINARS","216000000"
"74493E..ZF...","TUNISIA","1998","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","5610200000"
"74493I..ZF...","TUNISIA","1998","CHANGES IN INVENTORIES","TUNISIAN DINARS","458700000"
"74493E..ZF...","TUNISIA","1997","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","5152800000"
"74493I..ZF...","TUNISIA","1997","CHANGES IN INVENTORIES","TUNISIAN DINARS","372400000"
"74493E..ZF...","TUNISIA","1996","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","4422300000"
"74493I..ZF...","TUNISIA","1996","CHANGES IN INVENTORIES","TUNISIAN DINARS","346900000"
"74493E..ZF...","TUNISIA","1995","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","4120700000"
"74493I..ZF...","TUNISIA","1995","CHANGES IN INVENTORIES","TUNISIAN DINARS","91200000"
"74493E..ZF...","TUNISIA","1994","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","4278700000"
"74493I..ZF...","TUNISIA","1994","CHANGES IN INVENTORIES","TUNISIAN DINARS","-381500000"
"74493E..ZF...","TUNISIA","1993","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","4122300000"
"74493I..ZF...","TUNISIA","1993","CHANGES IN INVENTORIES","TUNISIAN DINARS","165100000"
"74493E..ZF...","TUNISIA","1992","GROSS FIXED CAPITAL FORMATION","TUNISIAN DINARS","3728600000"
