"OID","Country or Area","Year","Description","Magnitude","Value"
"91493I..ZF...","ALBANIA","2007","INCREASE/DECREASE(-)IN STOCKS","LEKS","-20051800000"
"91493E..ZF...","ALBANIA","2007","GROSS FIXED CAPITAL FORMATION","LEKS","374876000000"
"91493I..ZF...","ALBANIA","2006","INCREASE/DECREASE(-)IN STOCKS","LEKS","-24712000000"
"91493E..ZF...","ALBANIA","2006","GROSS FIXED CAPITAL FORMATION","LEKS","343882000000"
"91493I..ZF...","ALBANIA","2005","INCREASE/DECREASE(-)IN STOCKS","LEKS","-9904440000"
"91493E..ZF...","ALBANIA","2005","GROSS FIXED CAPITAL FORMATION","LEKS","301354000000"
"91493I..ZF...","ALBANIA","2004","INCREASE/DECREASE(-)IN STOCKS","LEKS","-28612000000"
"91493E..ZF...","ALBANIA","2004","GROSS FIXED CAPITAL FORMATION","LEKS","279378000000"
"91493I..ZF...","ALBANIA","2003","INCREASE/DECREASE(-)IN STOCKS","LEKS","-12635100000"
"91493E..ZF...","ALBANIA","2003","GROSS FIXED CAPITAL FORMATION","LEKS","280921000000"
"91493I..ZF...","ALBANIA","2002","INCREASE/DECREASE(-)IN STOCKS","LEKS","5174940000"
"91493E..ZF...","ALBANIA","2002","GROSS FIXED CAPITAL FORMATION","LEKS","236021000000"
"91493I..ZF...","ALBANIA","2001","INCREASE/DECREASE(-)IN STOCKS","LEKS","7755390000"
"91493E..ZF...","ALBANIA","2001","GROSS FIXED CAPITAL FORMATION","LEKS","223780000000"
"91493I..ZF...","ALBANIA","2000","INCREASE/DECREASE(-)IN STOCKS","LEKS","12763600000"
"91493E..ZF...","ALBANIA","2000","GROSS FIXED CAPITAL FORMATION","LEKS","165984000000"
"91493I..ZF...","ALBANIA","1999","INCREASE/DECREASE(-)IN STOCKS","LEKS","3497280000"
"91493E..ZF...","ALBANIA","1999","GROSS FIXED CAPITAL FORMATION","LEKS","108399000000"
"91493I..ZF...","ALBANIA","1998","INCREASE/DECREASE(-)IN STOCKS","LEKS","1388960000"
"91493E..ZF...","ALBANIA","1998","GROSS FIXED CAPITAL FORMATION","LEKS","86030200000"
"91493I..ZF...","ALBANIA","1997","INCREASE/DECREASE(-)IN STOCKS","LEKS","-12266800000"
"91493E..ZF...","ALBANIA","1997","GROSS FIXED CAPITAL FORMATION","LEKS","70939400000"
"91493I..ZF...","ALBANIA","1996","INCREASE/DECREASE(-)IN STOCKS","LEKS","-24367200000"
"91493E..ZF...","ALBANIA","1996","GROSS FIXED CAPITAL FORMATION","LEKS","73279300000"
"91493I..ZF...","ALBANIA","1990","INCREASE/DECREASE(-)IN STOCKS","LEKS","0"
"91493E..ZF...","ALBANIA","1990","GROSS FIXED CAPITAL FORMATION","LEKS","4108000000"
"91493I..ZF...","ALBANIA","1989","INCREASE/DECREASE(-)IN STOCKS","LEKS","0"
"91493E..ZF...","ALBANIA","1989","GROSS FIXED CAPITAL FORMATION","LEKS","5926000000"
"91493I..ZF...","ALBANIA","1988","INCREASE/DECREASE(-)IN STOCKS","LEKS","0"
"91493E..ZF...","ALBANIA","1988","GROSS FIXED CAPITAL FORMATION","LEKS","4971000000"
"91493I..ZF...","ALBANIA","1987","INCREASE/DECREASE(-)IN STOCKS","LEKS","0"
"91493E..ZF...","ALBANIA","1987","GROSS FIXED CAPITAL FORMATION","LEKS","4817000000"
"91493I..ZF...","ALBANIA","1986","INCREASE/DECREASE(-)IN STOCKS","LEKS","0"
"91493E..ZF...","ALBANIA","1986","GROSS FIXED CAPITAL FORMATION","LEKS","5456000000"
"91493I..ZF...","ALBANIA","1985","INCREASE/DECREASE(-)IN STOCKS","LEKS","78000000"
"91493E..ZF...","ALBANIA","1985","GROSS FIXED CAPITAL FORMATION","LEKS","5445000000"
"91493I..ZF...","ALBANIA","1984","INCREASE/DECREASE(-)IN STOCKS","LEKS","-864000000"
"91493E..ZF...","ALBANIA","1984","GROSS FIXED CAPITAL FORMATION","LEKS","6111000000"
"91493I..ZF...","ALBANIA","1983","INCREASE/DECREASE(-)IN STOCKS","LEKS","110000000"
"91493E..ZF...","ALBANIA","1983","GROSS FIXED CAPITAL FORMATION","LEKS","5923000000"
"91493I..ZF...","ALBANIA","1982","INCREASE/DECREASE(-)IN STOCKS","LEKS","765000000"
"91493E..ZF...","ALBANIA","1982","GROSS FIXED CAPITAL FORMATION","LEKS","5508000000"
"91493I..ZF...","ALBANIA","1981","INCREASE/DECREASE(-)IN STOCKS","LEKS","658000000"
"91493E..ZF...","ALBANIA","1981","GROSS FIXED CAPITAL FORMATION","LEKS","4987000000"
"91493I..ZF...","ALBANIA","1980","INCREASE/DECREASE(-)IN STOCKS","LEKS","99000000"
"91493E..ZF...","ALBANIA","1980","GROSS FIXED CAPITAL FORMATION","LEKS","5233000000"
"61293E..ZF...","ALGERIA","2007","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2444910000000"
"61293I..ZF...","ALGERIA","2007","CHANGES IN INVENTORIES","ALGERIAN DINARS","775494000000"
"61293E..ZF...","ALGERIA","2006","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1967260000000"
"61293I..ZF...","ALGERIA","2006","CHANGES IN INVENTORIES","ALGERIAN DINARS","616642000000"
"61293E..ZF...","ALGERIA","2005","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1691640000000"
"61293I..ZF...","ALGERIA","2005","CHANGES IN INVENTORIES","ALGERIAN DINARS","703838000000"
"61293E..ZF...","ALGERIA","2004","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1476900000000"
"61293I..ZF...","ALGERIA","2004","CHANGES IN INVENTORIES","ALGERIAN DINARS","569848000000"
"61293E..ZF...","ALGERIA","2003","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1265160000000"
"61293I..ZF...","ALGERIA","2003","CHANGES IN INVENTORIES","ALGERIAN DINARS","328424000000"
"61293E..ZF...","ALGERIA","2002","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1111310000000"
"61293I..ZF...","ALGERIA","2002","CHANGES IN INVENTORIES","ALGERIAN DINARS","275073000000"
"61293E..ZF...","ALGERIA","2001","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","965462000000"
"61293I..ZF...","ALGERIA","2001","CHANGES IN INVENTORIES","ALGERIAN DINARS","169139000000"
"61293E..ZF...","ALGERIA","2000","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","852629000000"
"61293I..ZF...","ALGERIA","2000","CHANGES IN INVENTORIES","ALGERIAN DINARS","117032000000"
"61293E..ZF...","ALGERIA","1999","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","789799000000"
"61293I..ZF...","ALGERIA","1999","CHANGES IN INVENTORIES","ALGERIAN DINARS","60152800000"
"61293E..ZF...","ALGERIA","1998","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","728754000000"
"61293I..ZF...","ALGERIA","1998","CHANGES IN INVENTORIES","ALGERIAN DINARS","45201300000"
"61293E..ZF...","ALGERIA","1997","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","638120000000"
"61293I..ZF...","ALGERIA","1997","CHANGES IN INVENTORIES","ALGERIAN DINARS","9339000000"
"61293E..ZF...","ALGERIA","1996","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","639447000000"
"61293I..ZF...","ALGERIA","1996","CHANGES IN INVENTORIES","ALGERIAN DINARS","5194000000"
"61293E..ZF...","ALGERIA","1995","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","541826000000"
"61293I..ZF...","ALGERIA","1995","CHANGES IN INVENTORIES","ALGERIAN DINARS","91205400000"
"61293E..ZF...","ALGERIA","1994","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","407545000000"
"61293I..ZF...","ALGERIA","1994","CHANGES IN INVENTORIES","ALGERIAN DINARS","60396100000"
"61293E..ZF...","ALGERIA","1993","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","324135000000"
"61293I..ZF...","ALGERIA","1993","CHANGES IN INVENTORIES","ALGERIAN DINARS","12068100000"
"61293E..ZF...","ALGERIA","1992","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","277974000000"
"61293I..ZF...","ALGERIA","1992","CHANGES IN INVENTORIES","ALGERIAN DINARS","41837400000"
"61293E..ZF...","ALGERIA","1991","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","215799000000"
"61293I..ZF...","ALGERIA","1991","CHANGES IN INVENTORIES","ALGERIAN DINARS","50954300000"
"61293E..ZF...","ALGERIA","1990","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","141877000000"
"61293I..ZF...","ALGERIA","1990","CHANGES IN INVENTORIES","ALGERIAN DINARS","18340400000"
"61293E..ZF...","ALGERIA","1989","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","115796000000"
"61293I..ZF...","ALGERIA","1989","CHANGES IN INVENTORIES","ALGERIAN DINARS","12968900000"
"61293E..ZF...","ALGERIA","1988","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","91743400000"
"61293I..ZF...","ALGERIA","1988","CHANGES IN INVENTORIES","ALGERIAN DINARS","6296800000"
"61293E..ZF...","ALGERIA","1987","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","92880200000"
"61293I..ZF...","ALGERIA","1987","CHANGES IN INVENTORIES","ALGERIAN DINARS","1000000000"
"61293E..ZF...","ALGERIA","1986","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","101333000000"
"61293I..ZF...","ALGERIA","1986","CHANGES IN INVENTORIES","ALGERIAN DINARS","-2000000000"
"61293E..ZF...","ALGERIA","1985","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","92765400000"
"61293I..ZF...","ALGERIA","1985","CHANGES IN INVENTORIES","ALGERIAN DINARS","4000000000"
"61293E..ZF...","ALGERIA","1984","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","87482000000"
"61293I..ZF...","ALGERIA","1984","CHANGES IN INVENTORIES","ALGERIAN DINARS","5049000000"
"61293E..ZF...","ALGERIA","1983","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","80319000000"
"61293I..ZF...","ALGERIA","1983","CHANGES IN INVENTORIES","ALGERIAN DINARS","7500000000"
"61293E..ZF...","ALGERIA","1982","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","71488000000"
"61293I..ZF...","ALGERIA","1982","CHANGES IN INVENTORIES","ALGERIAN DINARS","5855000000"
"61293E..ZF...","ALGERIA","1981","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","63045000000"
"61293I..ZF...","ALGERIA","1981","CHANGES IN INVENTORIES","ALGERIAN DINARS","7791000000"
"61293E..ZF...","ALGERIA","1980","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","54881000000"
"61293I..ZF...","ALGERIA","1980","CHANGES IN INVENTORIES","ALGERIAN DINARS","8631000000"
"61293E..ZF...","ALGERIA","1979","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","50375000000"
"61293I..ZF...","ALGERIA","1979","CHANGES IN INVENTORIES","ALGERIAN DINARS","4057000000"
"61293E..ZF...","ALGERIA","1978","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","50790000000"
"61293I..ZF...","ALGERIA","1978","CHANGES IN INVENTORIES","ALGERIAN DINARS","3832000000"
"61293E..ZF...","ALGERIA","1977","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","38433000000"
"61293I..ZF...","ALGERIA","1977","CHANGES IN INVENTORIES","ALGERIAN DINARS","2381000000"
"61293E..ZF...","ALGERIA","1976","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","31358000000"
"61293I..ZF...","ALGERIA","1976","CHANGES IN INVENTORIES","ALGERIAN DINARS","568000000"
"61293E..ZF...","ALGERIA","1975","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","23975000000"
"61293I..ZF...","ALGERIA","1975","CHANGES IN INVENTORIES","ALGERIAN DINARS","3863000000"
"61293E..ZF...","ALGERIA","1974","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","16964000000"
"61293I..ZF...","ALGERIA","1974","CHANGES IN INVENTORIES","ALGERIAN DINARS","5111000000"
"61293E..ZF...","ALGERIA","1973","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","13300000000"
"61293I..ZF...","ALGERIA","1973","CHANGES IN INVENTORIES","ALGERIAN DINARS","1000000000"
"61293E..ZF...","ALGERIA","1972","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","10250000000"
"61293I..ZF...","ALGERIA","1972","CHANGES IN INVENTORIES","ALGERIAN DINARS","788000000"
"61293E..ZF...","ALGERIA","1971","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","8600000000"
"61293I..ZF...","ALGERIA","1971","CHANGES IN INVENTORIES","ALGERIAN DINARS","-62000000"
"61293E..ZF...","ALGERIA","1970","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","7600000000"
"61293I..ZF...","ALGERIA","1970","CHANGES IN INVENTORIES","ALGERIAN DINARS","656000000"
"61293E..ZF...","ALGERIA","1969","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","5745000000"
"61293I..ZF...","ALGERIA","1969","CHANGES IN INVENTORIES","ALGERIAN DINARS","364000000"
"61293E..ZF...","ALGERIA","1968","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","4130000000"
"61293I..ZF...","ALGERIA","1968","CHANGES IN INVENTORIES","ALGERIAN DINARS","606000000"
"61293E..ZF...","ALGERIA","1967","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2720000000"
"61293I..ZF...","ALGERIA","1967","CHANGES IN INVENTORIES","ALGERIAN DINARS","510000000"
"61293E..ZF...","ALGERIA","1966","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2200000000"
"61293I..ZF...","ALGERIA","1966","CHANGES IN INVENTORIES","ALGERIAN DINARS","-25000000"
"61293E..ZF...","ALGERIA","1965","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2410000000"
"61293I..ZF...","ALGERIA","1965","CHANGES IN INVENTORIES","ALGERIAN DINARS","461000000"
"61293E..ZF...","ALGERIA","1964","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2330000000"
"61293I..ZF...","ALGERIA","1964","CHANGES IN INVENTORIES","ALGERIAN DINARS","296000000"
"61293E..ZF...","ALGERIA","1963","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2710000000"
"61293I..ZF...","ALGERIA","1963","CHANGES IN INVENTORIES","ALGERIAN DINARS","477000000"
"61293E..ZF...","ALGERIA","1962","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2800000000"
"61293I..ZF...","ALGERIA","1962","CHANGES IN INVENTORIES","ALGERIAN DINARS","100000000"
"61293E..ZF...","ALGERIA","1961","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","3200000000"
"61293I..ZF...","ALGERIA","1961","CHANGES IN INVENTORIES","ALGERIAN DINARS","1500000000"
"61293E..ZF...","ALGERIA","1960","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","3400000000"
"61293I..ZF...","ALGERIA","1960","CHANGES IN INVENTORIES","ALGERIAN DINARS","1300000000"
"61293E..ZF...","ALGERIA","1959","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","3600000000"
"61293I..ZF...","ALGERIA","1959","CHANGES IN INVENTORIES","ALGERIAN DINARS","-100000000"
"61293E..ZF...","ALGERIA","1958","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","3000000000"
"61293I..ZF...","ALGERIA","1958","CHANGES IN INVENTORIES","ALGERIAN DINARS","-200000000"
"61293E..ZF...","ALGERIA","1957","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","2100000000"
"61293I..ZF...","ALGERIA","1957","CHANGES IN INVENTORIES","ALGERIAN DINARS","200000000"
"61293E..ZF...","ALGERIA","1956","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1800000000"
"61293I..ZF...","ALGERIA","1956","CHANGES IN INVENTORIES","ALGERIAN DINARS","200000000"
"61293E..ZF...","ALGERIA","1955","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1600000000"
"61293I..ZF...","ALGERIA","1955","CHANGES IN INVENTORIES","ALGERIAN DINARS","-200000000"
"61293E..ZF...","ALGERIA","1954","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1600000000"
"61293I..ZF...","ALGERIA","1954","CHANGES IN INVENTORIES","ALGERIAN DINARS","100000000"
"61293E..ZF...","ALGERIA","1953","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1600000000"
"61293I..ZF...","ALGERIA","1953","CHANGES IN INVENTORIES","ALGERIAN DINARS","0"
"61293E..ZF...","ALGERIA","1952","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1600000000"
"61293I..ZF...","ALGERIA","1952","CHANGES IN INVENTORIES","ALGERIAN DINARS","0"
"61293E..ZF...","ALGERIA","1951","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1400000000"
"61293I..ZF...","ALGERIA","1951","CHANGES IN INVENTORIES","ALGERIAN DINARS","100000000"
"61293E..ZF...","ALGERIA","1950","GROSS FIXED CAPITAL FORMATION","ALGERIAN DINARS","1200000000"
"61293I..ZF...","ALGERIA","1950","CHANGES IN INVENTORIES","ALGERIAN DINARS","100000000"
"31293E..ZF...","ANGUILLA","2010","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","156580000"
"31293E..ZF...","ANGUILLA","2009","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","202690000"
"31293E..ZF...","ANGUILLA","2008","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","491980000"
"31293E..ZF...","ANGUILLA","2007","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","417500000"
"31293E..ZF...","ANGUILLA","2006","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","223730000"
"31293E..ZF...","ANGUILLA","2005","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","156000000"
"31293E..ZF...","ANGUILLA","2004","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","133030000"
"31293E..ZF...","ANGUILLA","2003","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","91920000"
"31293E..ZF...","ANGUILLA","2002","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","83790000"
"31293E..ZF...","ANGUILLA","2001","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","95180000"
"31293E..ZF...","ANGUILLA","2000","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","126630000"
"31293E..ZF...","ANGUILLA","1999","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","124470000"
"31293E..ZF...","ANGUILLA","1998","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","89950000"
"31293E..ZF...","ANGUILLA","1997","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","60090000"
"31293E..ZF...","ANGUILLA","1996","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","62240000"
"31293E..ZF...","ANGUILLA","1995","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","58550000"
"31293E..ZF...","ANGUILLA","1994","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","52980000"
"31293E..ZF...","ANGUILLA","1993","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","48580000"
"31293E..ZF...","ANGUILLA","1992","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","57760000"
"31293E..ZF...","ANGUILLA","1991","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","52560000"
"31293E..ZF...","ANGUILLA","1990","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","60000000"
"31293E..ZF...","ANGUILLA","1989","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","57170000"
"31293E..ZF...","ANGUILLA","1988","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","42930000"
"31293E..ZF...","ANGUILLA","1987","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","36190000"
"31293E..ZF...","ANGUILLA","1986","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","26710000"
"31293E..ZF...","ANGUILLA","1985","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","22780000"
"31293E..ZF...","ANGUILLA","1984","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","19430000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2009","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","2317240000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2008","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","2571850000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2007","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","2247150000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2006","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","2019010000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2005","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","1384780000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2004","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","1103640000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2003","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","1055610000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2002","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","989420000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2001","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","937210000"
"31193E..ZF...","ANTIGUA AND BARBUDA","2000","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","862370000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1999","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","793840000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1998","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","720640000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1997","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","614610000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1996","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","578800000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1995","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","491900000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1994","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","437420000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1993","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","390550000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1992","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","398070000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1991","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","416740000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1990","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","342980000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1989","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","415850000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1988","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","364310000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1987","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","354270000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1986","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","236990000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1985","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","151550000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1984","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","110610000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1983","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","84600000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1982","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","146900000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1981","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","140920000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1980","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","103400000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1979","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","60500000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1978","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","39000000"
"31193E..ZF...","ANTIGUA AND BARBUDA","1977","GROSS FIXED CAPITAL FORMATION","E.CARIBBEAN DOLL","36870000"
"21393I..ZF...","ARGENTINA","2009","CHANGES IN INVENTORIES","ARGENTINE PESOS","3176250000"
"21393E..ZF...","ARGENTINA","2008","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","240621000000"
"21393I..ZF...","ARGENTINA","2008","CHANGES IN INVENTORIES","ARGENTINE PESOS","18581600000"
"21393E..ZF...","ARGENTINA","2007","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","196622000000"
"21393I..ZF...","ARGENTINA","2007","CHANGES IN INVENTORIES","ARGENTINE PESOS","94277600"
"21393E..ZF...","ARGENTINA","2006","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","152838000000"
"21393I..ZF...","ARGENTINA","2006","CHANGES IN INVENTORIES","ARGENTINE PESOS","-2123730000"
"21393E..ZF...","ARGENTINA","2005","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","114132000000"
"21393I..ZF...","ARGENTINA","2005","CHANGES IN INVENTORIES","ARGENTINE PESOS","-3102470000"
"21393E..ZF...","ARGENTINA","2004","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","85800400000"
"21393I..ZF...","ARGENTINA","2004","CHANGES IN INVENTORIES","ARGENTINE PESOS","-2013520000"
"21393E..ZF...","ARGENTINA","2003","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","56903300000"
"21393I..ZF...","ARGENTINA","2003","CHANGES IN INVENTORIES","ARGENTINE PESOS","-3723550000"
"21393E..ZF...","ARGENTINA","2002","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","37386600000"
"21393I..ZF...","ARGENTINA","2002","CHANGES IN INVENTORIES","ARGENTINE PESOS","-3459460000"
"21393E..ZF...","ARGENTINA","2001","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","38098800000"
"21393I..ZF...","ARGENTINA","2001","CHANGES IN INVENTORIES","ARGENTINE PESOS","3887630000"
"21393E..ZF...","ARGENTINA","2000","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","46020100000"
"21393I..ZF...","ARGENTINA","2000","CHANGES IN INVENTORIES","ARGENTINE PESOS","3810710000"
"21393E..ZF...","ARGENTINA","1999","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","51073900000"
"21393I..ZF...","ARGENTINA","1999","CHANGES IN INVENTORIES","ARGENTINE PESOS","-428393000"
